id_transaccion,fecha_compra,id_cliente,categoria_producto,precio_cop,metodo_pago,canal,dispositivo,ciudad_envio,tiempo_entrega_dias,calificacion_cliente_1a5,producto_devuelto
TXN-0005235,2022-12-01,42302.0,Electrónica,428669.0,PSE,App móvil,iOS,Cali,6.0,5,No
TXN-0006520,2022-09-02,27210.0,Tecnología,1540441.0,Tarjeta crédito,App móvil,Android,Bogotá,6.0,5,No
TXN-0003572,2023-03-04,53582.0,Deportes,175258.0,PSE,Sitio web,iOS,Bogotá,3.0,5,No
TXN-0002895,2022-04-16,46584.0,Libros,20930.0,Tarjeta crédito,Sitio web,Desktop,Medellín,3.0,5,No
,2024-11-29,29144.0,Hogar,108528.0,Tarjeta débito,App móvil,iOS,Bogotá,7.0,5,No
TXN-0006860,2024-02-25,34309.0,Tecnología,986432.0,PSE,Sitio web,Desktop,Cartagena,3.0,5,No
TXN-0006769,2023-09-08,26113.0,Electrónica,790015.0,PSE,App móvil,Android,BUCARAMANGA,2.0,5,No
TXN-0003934,2023-12-21,10246.0,Moda,146236.0,PSE,App móvil,iOS,Medellín,2.0,5,No
TXN-0006659,2022-11-02,47105.0,Mascotas,73448.0,Billetera digital,Sitio web,Android,Barranquilla,4.0,5,No
TXN-0004980,2022-01-09,55508.0,Belleza,100922.0,Contraentrega,App móvil,Android,Cúcuta,5.0,5,No
TXN-0004218,2024-09-29,46313.0,Deportes,40819.0,Tarjeta crédito,App móvil,Desktop,Pereira,4.0,5,No
TXN-0005759,2023-08-06,38205.0,Electrónica,364309.0,Tarjeta débito,App móvil,iOS,Pereira,3.0,5,No
TXN-0000815,2022-02-10,45625.0,Tecnología,1307499.0,PSE,App móvil,Desktop,Bogotá,6.0,5,No
TXN-0001730,2022-05-15,53691.0,Tecnología,863155.0,Contraentrega,Sitio web,Android,Manizales,7.0,5,No
TXN-0004347,2024-01-22,19155.0,Belleza,107026.0,PSE,App móvil,iOS,Pereira,7.0,5,No
TXN-0005264,2023-03-27,21537.0,Juguetes,85207.0,Tarjeta crédito,Sitio web,Desktop,Barranquilla,5.0,5,No
TXN-0006653,2023-12-06,24957.0,Deportes,123384.0,Tarjeta crédito,App móvil,Android,Bucaramanga,4.0,5,No
TXN-0003627,2024-06-16,34379.0,Belleza,104952.0,Tarjeta crédito,Sitio web,Android,Medellín,5.0,5,No
TXN-0005595,2023-06-15,35334.0,Moda,96392.0,Billetera digital,Sitio web,iOS,Bucaramanga,6.0,5,No
TXN-0007819,2023-06-14,17009.0,Alimentos,28172.0,Tarjeta crédito,App móvil,iOS,Cali,3.0,5,No
TXN-0006626,2024-05-24,29251.0,Belleza,48255.0,Tarjeta débito,App móvil,Desktop,Ibagué,4.0,5,No
TXN-0004219,2022-09-06,50875.0,Deportes,189190.0,Billetera digital,App móvil,Android,Cali,5.0,5,Sí
,2023-03-11,19290.0,Electrónica,620203.0,PSE,App móvil,Android,Ibagué,6.0,5,No
TXN-0001276,2024-11-16,13820.0,Electrónica,849084.0,Tarjeta crédito,Sitio web,iOS,Cartagena,3.0,5,No
TXN-0003167,2024-02-20,25744.0,Juguetes,107214.0,Tarjeta crédito,Sitio web,Android,Cartagena,3.0,5,No
TXN-0002967,2023-10-14,31905.0,Electrónica,655813.0,Tarjeta crédito,App móvil,Desktop,Manizales,8.0,5,No
TXN-0006402,2022-05-12,38233.0,Moda,142651.0,Contraentrega,App móvil,Android,Ibagué,4.0,5,No
TXN-0003918,2022-12-20,55034.0,Deportes,159892.0,Tarjeta crédito,Sitio web,Android,Medellín,7.0,5,No
TXN-0003976,2024-04-25,31819.0,Deportes,221891.0,PSE,App móvil,Android,Pereira,5.0,5,Sí
TXN-0004782,2023-06-07,39617.0,Hogar,53411.0,Tarjeta crédito,App móvil,Android,BARRANQUILLA,6.0,5,No
TXN-0004246,,25685.0,Deportes,222053.0,Tarjeta crédito,Sitio web,iOS,Medellín,2.0,5,No
,2023-04-14,56306.0,Hogar,205048.0,Contraentrega,App móvil,Android,Bucaramanga,6.0,5,No
,2022-11-26,41657.0,Hogar,162775.0,PSE,App móvil,Android,Bogotá,3.0,5,No
TXN-0005430,2024-04-24,26529.0,Tecnología,1133917.0,Billetera digital,App móvil,Android,Barranquilla,6.0,5,No
TXN-0007655,2024-09-06,31907.0,Juguetes,102448.0,Tarjeta débito,Sitio web,Desktop,Bogotá,7.0,5,No
TXN-0006039,2022-05-30,49474.0,Electrónica,379945.0,Contraentrega,Sitio web,Android,Bucaramanga,5.0,5,No
TXN-0002299,2023-03-06,10064.0,Belleza,72673.0,Tarjeta crédito,App móvil,Android,Medellín,2.0,5,No
TXN-0005815,2022-08-24,47052.0,Mascotas,66270.0,Tarjeta débito,App móvil,Android,Pereira,3.0,5,No
TXN-0007918,2023-10-17,47596.0,Mascotas,71161.0,Contraentrega,Sitio web,iOS,Bucaramanga,2.0,5,Sí
TXN-0003983,2022-05-10,44306.0,Moda,115400.0,Tarjeta crédito,App móvil,iOS,Cúcuta,6.0,5,No
TXN-0007245,2022-06-02,24262.0,Electrónica,374885.0,Tarjeta débito,Sitio web,Desktop,Bogotá,3.0,5,No
TXN-0002944,2023-03-08,46290.0,Belleza,76225.0,PSE,Sitio web,Desktop,Bucaramanga,5.0,5,No
,2023-08-21,47030.0,Electrónica,488188.0,Tarjeta crédito,App móvil,Android,BARRANQUILLA,3.0,5,No
TXN-0003964,2022-10-19,51154.0,Belleza,76622.0,Tarjeta débito,App móvil,Android,Cartagena,4.0,5,No
TXN-0002948,2024-11-22,15790.0,Alimentos,13544.0,Billetera digital,Sitio web,Android,Medellín,6.0,5,No
TXN-0005029,2023-11-16,49017.0,Electrónica,1043822.0,PSE,App móvil,Desktop,Bucaramanga,7.0,5,No
TXN-0001278,2024-01-25,42393.0,Belleza,65814.0,Billetera digital,Sitio web,Desktop,Bogotá,4.0,5,No
TXN-0004269,2024-12-09,37233.0,Moda,89614.0,Contraentrega,Sitio web,,Manizales,7.0,5,No
TXN-0002164,2024-01-15,,Juguetes,81384.0,Billetera digital,Sitio web,Android,Bucaramanga,2.0,5,No
TXN-0003877,,59767.0,Tecnología,1223893.0,Tarjeta crédito,App móvil,iOS,Medellín,2.0,5,No
TXN-0005321,2023-12-28,13307.0,Hogar,296328.0,Tarjeta débito,Sitio web,Android,Bucaramanga,4.0,5,No
TXN-0006592,2024-07-29,21396.0,Moda,155370.0,Tarjeta crédito,App móvil,Desktop,Bogotá,1.0,5,No
TXN-0007672,2023-10-28,33939.0,Alimentos,34549.0,PSE,Sitio web,Android,Medellín,1.0,5,No
TXN-0001283,2024-02-08,10717.0,Moda,125162.0,Tarjeta débito,App móvil,iOS,Cúcuta,5.0,5,No
TXN-0003240,2023-07-15,21584.0,Electrónica,749643.0,PSE,Sitio web,Android,Barranquilla,1.0,5,No
TXN-0001457,,25917.0,BELLEZA,63444.0,Tarjeta crédito,App móvil,iOS,Bogotá,3.0,5,No
TXN-0003679,2023-03-26,16822.0,Moda,149296.0,Tarjeta débito,Sitio web,Android,Pereira,3.0,5,No
TXN-0005729,2023-01-08,57600.0,Belleza,76265.0,Contraentrega,App móvil,Desktop,Manizales,4.0,5,No
TXN-0002806,2024-12-31,58013.0,Electrónica,392839.0,Tarjeta crédito,Sitio web,Android,Barranquilla,2.0,5,No
TXN-0003969,2024-07-26,26807.0,Deportes,180295.0,Tarjeta crédito,App móvil,Android,Bogotá,5.0,5,No
TXN-0004886,2022-02-09,53008.0,Deportes,98327.0,PSE,Sitio web,Android,Barranquilla,6.0,5,No
TXN-0005780,2022-07-14,11302.0,Electrónica,987178.0,Billetera digital,Sitio web,Android,Bogotá,6.0,5,No
TXN-0001130,2024-05-22,43857.0,Deportes,134684.0,Billetera digital,App móvil,Desktop,Medellín,4.0,5,No
TXN-0003309,2023-05-07,22671.0,Belleza,35290.0,Tarjeta crédito,Sitio web,iOS,Bogotá,5.0,5,No
TXN-0003051,2023-02-07,37230.0,Belleza,81614.0,PSE,App móvil,Android,Manizales,2.0,5,No
TXN-0003261,2023-08-03,15604.0,Hogar,54100.0,Tarjeta crédito,Sitio web,iOS,Medellín,4.0,5,No
TXN-0006637,2024-07-14,17830.0,Libros,58760.0,PSE,App móvil,Android,Bogotá,7.0,5,Sí
TXN-0003157,2023-03-29,43514.0,Moda,112309.0,Billetera digital,App móvil,iOS,Bogotá,5.0,5,No
TXN-0003862,2023-04-23,23649.0,Belleza,115072.0,Tarjeta crédito,App móvil,iOS,Ibagué,2.0,5,No
TXN-0001295,2022-04-20,47808.0,Hogar,137724.0,Tarjeta crédito,Sitio web,Android,Bogotá,5.0,5,No
TXN-0006816,,46978.0,Belleza,78545.0,Tarjeta débito,Sitio web,Android,Cúcuta,4.0,5,No
TXN-0003626,2023-11-24,27831.0,Electrónica,580810.0,Tarjeta crédito,App móvil,Android,MANIZALES,7.0,5,No
TXN-0002108,2023-12-22,50006.0,Juguetes,99175.0,Tarjeta crédito,App móvil,Android,Bogotá,5.0,5,No
TXN-0006937,2023-12-08,36472.0,HOGAR,118759.0,Tarjeta débito,Sitio web,Android,Bucaramanga,4.0,5,No
TXN-0007251,2023-07-14,,Deportes,108744.0,Contraentrega,Sitio web,iOS,Bogotá,9.0,3,No
TXN-0004808,2024-07-02,18966.0,Tecnología,874978.0,Tarjeta débito,Sitio web,,Barranquilla,2.0,5,No
TXN-0004279,2024-05-17,31618.0,Belleza,61308.0,Tarjeta débito,App móvil,,Barranquilla,3.0,5,No
TXN-0001015,2022-02-19,59094.0,Belleza,126759.0,Contraentrega,App móvil,Android,Barranquilla,8.0,4,No
TXN-0007907,2022-03-10,25129.0,Electrónica,556094.0,Tarjeta débito,App móvil,Desktop,Medellín,2.0,5,No
TXN-0001349,2023-03-27,10997.0,Electrónica,906055.0,Tarjeta débito,App móvil,Android,Medellín,6.0,5,No
TXN-0002519,2023-11-14,14371.0,Belleza,128448.0,Tarjeta crédito,App móvil,iOS,Bogotá,8.0,4,No
TXN-0003460,2024-05-04,23083.0,BELLEZA,50976.0,Tarjeta crédito,Sitio web,iOS,Bogotá,3.0,5,No
TXN-0001864,2023-11-08,18222.0,Hogar,244045.0,PSE,Sitio web,Android,Cali,5.0,5,No
TXN-0006843,2024-02-25,43562.0,Juguetes,125623.0,Tarjeta crédito,App móvil,Android,Medellín,1.0,5,No
TXN-0006408,2024-10-08,50708.0,Belleza,23825.0,Contraentrega,App móvil,Desktop,Cali,5.0,5,No
TXN-0000797,2023-04-23,14470.0,DEPORTES,239811.0,Tarjeta débito,Sitio web,Android,CALI,6.0,5,Sí
TXN-0000532,2022-10-17,31338.0,Alimentos,80196.0,PSE,App móvil,iOS,Medellín,1.0,5,No
TXN-0005617,2023-02-12,44977.0,Tecnología,1268019.0,Tarjeta crédito,App móvil,iOS,Bogotá,6.0,5,No
TXN-0002317,2024-03-14,,Hogar,112693.0,Tarjeta crédito,Sitio web,Android,Bogotá,6.0,5,No
TXN-0004043,2024-07-25,15573.0,Libros,64083.0,PSE,App móvil,Desktop,Bogotá,8.0,4,No
TXN-0000998,2022-01-06,26242.0,Electrónica,693578.0,PSE,App móvil,Android,Cartagena,3.0,5,No
TXN-0006698,2022-07-15,59863.0,Alimentos,33354.0,Tarjeta crédito,Sitio web,Android,Cartagena,5.0,5,No
TXN-0005957,2023-09-12,13931.0,Juguetes,114919.0,Billetera digital,App móvil,Desktop,Cali,4.0,5,No
TXN-0000094,2022-05-11,34312.0,Mascotas,24866.0,Billetera digital,Sitio web,iOS,Cali,4.0,5,No
,,30970.0,Alimentos,34987.0,Contraentrega,App móvil,Android,Medellín,8.0,5,Sí
TXN-0001603,2022-11-12,30446.0,Electrónica,950883.0,Contraentrega,Sitio web,Desktop,Cúcuta,3.0,5,No
TXN-0003636,2022-01-22,56704.0,Libros,71780.0,Contraentrega,App móvil,Android,Medellín,3.0,5,No
TXN-0005804,2022-09-06,23378.0,Deportes,163509.0,PSE,App móvil,Android,Bogotá,8.0,3,No
TXN-0003892,2024-01-31,37564.0,Mascotas,78073.0,PSE,Sitio web,Android,Bogotá,3.0,5,No
TXN-0002902,2023-10-13,41058.0,Juguetes,143837.0,Tarjeta débito,App móvil,Desktop,Medellín,4.0,5,No
TXN-0003498,2024-02-04,33454.0,Tecnología,925124.0,Tarjeta crédito,Sitio web,iOS,MEDELLÍN,1.0,5,No
TXN-0007629,2024-08-18,45081.0,Alimentos,48128.0,PSE,App móvil,Android,Bogotá,3.0,5,No
TXN-0001170,2023-11-01,29332.0,Belleza,57030.0,Tarjeta crédito,Sitio web,Desktop,CALI,4.0,5,No
TXN-0001826,2023-04-14,28087.0,Electrónica,562219.0,Tarjeta crédito,App móvil,Android,Bogotá,6.0,5,No
TXN-0004809,2022-10-18,32658.0,Belleza,104402.0,PSE,Sitio web,Android,Cali,5.0,5,No
TXN-0006081,2022-05-03,17944.0,Tecnología,889562.0,PSE,Sitio web,Android,Cali,1.0,5,No
TXN-0006035,2024-07-31,12016.0,JUGUETES,80309.0,Billetera digital,App móvil,iOS,Bogotá,4.0,5,No
TXN-0001352,2022-04-16,43425.0,Belleza,39152.0,Contraentrega,Sitio web,Android,Cali,3.0,5,No
TXN-0001887,2022-04-07,32761.0,Electrónica,425491.0,Tarjeta débito,Sitio web,Android,Barranquilla,5.0,5,No
TXN-0005899,2023-03-16,36987.0,Moda,162205.0,Tarjeta crédito,App móvil,iOS,Manizales,7.0,5,No
TXN-0000258,2023-10-17,51178.0,Alimentos,59843.0,PSE,Sitio web,Desktop,Medellín,3.0,5,No
TXN-0002711,2022-07-20,14380.0,Belleza,90819.0,Tarjeta débito,Sitio web,Android,Barranquilla,3.0,5,No
TXN-0006076,2022-03-08,21881.0,Moda,89465.0,Billetera digital,App móvil,Desktop,Bogotá,5.0,5,No
,2024-02-13,57948.0,Electrónica,819731.0,Tarjeta crédito,App móvil,Desktop,Medellín,4.0,5,No
TXN-0002849,,36197.0,Libros,45286.0,Contraentrega,Sitio web,Desktop,Cali,4.0,5,No
TXN-0007740,2022-08-10,22909.0,Belleza,86934.0,Tarjeta crédito,Sitio web,Android,Pereira,4.0,5,No
TXN-0001172,2022-01-03,29958.0,Mascotas,38356.0,Tarjeta crédito,Sitio web,Android,Ibagué,3.0,5,No
TXN-0007681,2022-05-11,10001.0,Tecnología,1463568.0,Tarjeta crédito,App móvil,Android,Cartagena,5.0,5,No
TXN-0002808,2023-06-11,20334.0,Juguetes,55125.0,Contraentrega,App móvil,iOS,Bogotá,7.0,5,No
TXN-0006145,,23836.0,Tecnología,1187819.0,PSE,App móvil,Android,Cali,1.0,5,No
TXN-0002505,,43964.0,Alimentos,35220.0,PSE,App móvil,iOS,Cali,3.0,5,No
TXN-0001519,2024-02-11,42199.0,Moda,138584.0,Tarjeta débito,App móvil,iOS,Pereira,2.0,5,No
TXN-0001545,,11797.0,ALIMENTOS,40861.0,Tarjeta crédito,Sitio web,Desktop,Bucaramanga,7.0,5,No
TXN-0000635,2022-09-06,50440.0,Alimentos,26164.0,Tarjeta débito,Sitio web,Android,Cali,4.0,5,No
TXN-0001867,2024-02-16,50500.0,Alimentos,14202.0,PSE,App móvil,Desktop,Pereira,2.0,5,No
TXN-0006397,2024-08-14,53211.0,Electrónica,1016214.0,Tarjeta crédito,Sitio web,iOS,CARTAGENA,7.0,5,No
TXN-0004634,2023-08-29,33457.0,Electrónica,529105.0,Contraentrega,Sitio web,Android,Medellín,7.0,5,No
TXN-0006638,2024-12-07,52461.0,Electrónica,1071678.0,Tarjeta débito,App móvil,Android,Medellín,2.0,5,No
TXN-0002720,2023-09-29,35731.0,Libros,62330.0,Tarjeta crédito,App móvil,Desktop,Cartagena,4.0,5,No
TXN-0002592,2023-10-23,19071.0,Hogar,299817.0,Tarjeta débito,Sitio web,iOS,Cali,6.0,5,No
TXN-0003450,2023-01-27,24685.0,ALIMENTOS,63305.0,PSE,App móvil,Android,Barranquilla,5.0,5,No
TXN-0007751,2023-10-24,48934.0,Electrónica,924228.0,Tarjeta crédito,Sitio web,Desktop,Barranquilla,6.0,5,No
,2023-05-30,37450.0,Libros,28786.0,PSE,App móvil,Android,Cúcuta,3.0,5,No
TXN-0006381,2022-02-08,22322.0,Hogar,435935.0,Tarjeta crédito,Sitio web,Desktop,Cali,2.0,5,No
TXN-0000060,2024-04-29,53890.0,Electrónica,258631.0,Tarjeta crédito,Sitio web,Android,Pereira,1.0,5,No
TXN-0000399,2023-04-27,34036.0,Mascotas,25133.0,Tarjeta débito,Sitio web,Android,Medellín,2.0,5,No
TXN-0005370,2022-01-31,56083.0,Tecnología,1169011.0,PSE,Sitio web,Desktop,Medellín,1.0,5,No
TXN-0001103,2023-05-03,12059.0,Electrónica,800446.0,PSE,App móvil,Android,Cali,3.0,5,No
TXN-0002517,2022-01-09,21282.0,Hogar,287319.0,PSE,Sitio web,Desktop,Bogotá,4.0,5,No
TXN-0006707,2023-11-11,49086.0,Belleza,68844.0,Billetera digital,Sitio web,Android,Pereira,6.0,5,No
TXN-0001546,2024-02-17,26178.0,Belleza,170977.0,Tarjeta débito,App móvil,Android,Barranquilla,6.0,5,No
TXN-0007891,2023-09-02,19888.0,Mascotas,87560.0,Contraentrega,App móvil,Desktop,Cúcuta,6.0,5,No
TXN-0000808,2023-07-13,59909.0,Moda,97421.0,Billetera digital,Sitio web,Android,Medellín,1.0,5,No
TXN-0002252,2022-11-22,58518.0,Alimentos,27405.0,Tarjeta débito,App móvil,Android,Pereira,4.0,5,No
TXN-0001977,2024-09-12,57588.0,Juguetes,109256.0,Tarjeta crédito,Sitio web,Android,Ibagué,7.0,5,No
TXN-0004539,2022-01-26,37570.0,Mascotas,11621.0,Tarjeta crédito,App móvil,Android,Cartagena,6.0,5,No
TXN-0005139,2022-04-24,20037.0,Belleza,86057.0,Tarjeta crédito,App móvil,Android,BOGOTÁ,4.0,5,No
TXN-0005495,2023-09-19,54232.0,Juguetes,5961.0,Tarjeta débito,App móvil,Android,Bucaramanga,3.0,5,No
TXN-0002439,2024-05-10,31303.0,Juguetes,185153.0,PSE,Sitio web,Android,Bogotá,4.0,5,No
TXN-0001405,2024-05-26,,Electrónica,634118.0,Billetera digital,Sitio web,Desktop,Pereira,1.0,5,No
TXN-0005893,2024-02-08,30694.0,Alimentos,54889.0,Tarjeta débito,App móvil,Android,Cartagena,5.0,5,No
TXN-0007508,2024-08-19,39644.0,Belleza,122396.0,Tarjeta crédito,App móvil,Desktop,Cali,4.0,5,No
TXN-0002753,2024-11-13,28533.0,Hogar,94503.0,Billetera digital,App móvil,iOS,Bogotá,5.0,5,No
TXN-0006249,2024-06-19,21570.0,Moda,185781.0,Tarjeta débito,App móvil,iOS,Manizales,5.0,5,No
TXN-0005735,2023-04-11,20739.0,Hogar,156016.0,Contraentrega,Sitio web,Desktop,Barranquilla,6.0,5,No
TXN-0000881,2023-06-12,53305.0,Libros,53528.0,PSE,App móvil,Android,Medellín,3.0,5,Sí
TXN-0000200,2023-02-16,56990.0,Moda,93985.0,Tarjeta crédito,App móvil,Desktop,Bogotá,6.0,5,No
TXN-0002405,2024-09-28,15242.0,Alimentos,9352.0,Contraentrega,App móvil,Android,Manizales,3.0,5,No
TXN-0005520,2023-05-05,51417.0,Alimentos,40431.0,Tarjeta débito,Sitio web,Android,Barranquilla,6.0,5,No
TXN-0005508,2023-03-11,38527.0,Electrónica,58603.0,Billetera digital,App móvil,Desktop,Medellín,4.0,5,No
TXN-0001999,2022-03-10,50916.0,Electrónica,821575.0,Tarjeta débito,App móvil,Android,Cúcuta,5.0,5,No
TXN-0004492,2022-09-06,14664.0,Juguetes,107772.0,Billetera digital,App móvil,Android,Bogotá,3.0,5,No
TXN-0003879,2024-12-06,,Moda,134803.0,Tarjeta crédito,Sitio web,Android,Pereira,7.0,5,No
TXN-0007254,,18486.0,Hogar,217033.0,Tarjeta crédito,Sitio web,iOS,Cúcuta,7.0,5,No
TXN-0000903,2023-03-24,16844.0,Belleza,86567.0,Tarjeta crédito,Sitio web,Desktop,Pereira,6.0,5,No
TXN-0003008,2024-12-14,18981.0,Tecnología,5000.0,PSE,Sitio web,Android,Medellín,2.0,5,No
TXN-0006167,2023-09-09,42305.0,BELLEZA,80858.0,Contraentrega,App móvil,iOS,Medellín,1.0,5,No
TXN-0003850,2024-03-16,55526.0,Electrónica,861156.0,Contraentrega,App móvil,Android,Bogotá,6.0,5,No
TXN-0004643,2022-08-19,,Mascotas,51006.0,Tarjeta débito,Sitio web,Android,Bogotá,4.0,5,No
TXN-0006169,2023-04-14,19082.0,Alimentos,41938.0,Tarjeta crédito,Sitio web,Android,Bogotá,4.0,5,No
TXN-0004908,2023-02-13,,Alimentos,33467.0,Tarjeta crédito,Sitio web,Android,Bogotá,4.0,5,No
TXN-0005178,2022-01-08,58694.0,Hogar,130836.0,Contraentrega,App móvil,iOS,Bogotá,7.0,5,No
TXN-0003335,2024-04-20,59234.0,Alimentos,53285.0,Contraentrega,Sitio web,iOS,Bogotá,4.0,5,No
TXN-0001228,2022-07-10,14628.0,Moda,173902.0,Tarjeta débito,App móvil,Android,Bogotá,6.0,5,No
TXN-0006093,2024-11-18,46218.0,Electrónica,783033.0,Tarjeta crédito,Sitio web,Android,Bogotá,4.0,5,No
TXN-0004982,2023-06-12,10945.0,Mascotas,96712.0,Contraentrega,App móvil,iOS,CALI,1.0,5,No
TXN-0005193,2024-12-27,34959.0,Electrónica,201928.0,Tarjeta crédito,Sitio web,Android,Cúcuta,3.0,5,No
TXN-0000403,2022-09-03,51300.0,Moda,135426.0,Tarjeta crédito,App móvil,Android,Bogotá,7.0,5,No
TXN-0004510,2023-05-31,56708.0,Belleza,14336.0,Tarjeta crédito,App móvil,Android,Cali,3.0,5,No
TXN-0007554,2022-02-12,31018.0,Electrónica,714803.0,Tarjeta débito,Sitio web,Android,Cali,2.0,5,No
TXN-0005403,2024-12-05,50291.0,Mascotas,109961.0,Contraentrega,App móvil,Android,Bogotá,5.0,5,No
TXN-0004169,2022-03-15,55588.0,Hogar,346731.0,PSE,App móvil,Android,Medellín,4.0,5,No
TXN-0000899,2023-12-02,32984.0,Electrónica,946314.0,Tarjeta crédito,App móvil,Android,Medellín,7.0,5,No
TXN-0002976,2022-02-21,14637.0,Belleza,63655.0,Tarjeta crédito,App móvil,Android,Manizales,3.0,5,No
TXN-0000775,2024-04-13,17955.0,Electrónica,249419.0,Tarjeta débito,App móvil,iOS,Cali,5.0,5,No
TXN-0005204,2023-04-21,29429.0,Hogar,227765.0,Tarjeta crédito,App móvil,Desktop,Bogotá,6.0,5,No
TXN-0001796,2024-04-17,52111.0,Deportes,77559.0,Tarjeta crédito,App móvil,iOS,Pereira,7.0,5,No
TXN-0003848,2022-03-15,40991.0,Hogar,208037.0,PSE,App móvil,Desktop,Barranquilla,3.0,5,No
TXN-0000415,2023-06-17,41583.0,Libros,53872.0,Tarjeta débito,App móvil,iOS,Cartagena,5.0,5,No
TXN-0001012,2024-07-08,39048.0,Moda,77055.0,Tarjeta crédito,App móvil,iOS,CALI,5.0,5,No
TXN-0003192,2022-03-15,39990.0,Electrónica,641817.0,Contraentrega,Sitio web,Android,Bogotá,6.0,5,No
TXN-0002630,2024-02-21,13137.0,Mascotas,71095.0,Tarjeta crédito,Sitio web,Android,Bogotá,2.0,5,No
TXN-0004130,2022-01-14,45980.0,Deportes,129696.0,Billetera digital,App móvil,iOS,Barranquilla,7.0,5,No
TXN-0004616,2022-05-20,42465.0,Alimentos,45583.0,Tarjeta débito,Sitio web,Android,Pereira,3.0,5,No
TXN-0001959,2022-12-04,32362.0,Deportes,108564.0,PSE,App móvil,Android,MEDELLÍN,5.0,5,No
TXN-0001572,2022-01-17,31829.0,Hogar,173211.0,Tarjeta crédito,Sitio web,Android,Cali,7.0,5,No
TXN-0000924,2023-02-01,42285.0,Tecnología,787854.0,Tarjeta débito,App móvil,,Medellín,3.0,5,No
TXN-0004801,2024-06-18,15850.0,Moda,137975.0,Tarjeta crédito,Sitio web,Android,Cali,6.0,5,No
TXN-0007438,2024-03-25,24443.0,Moda,166258.0,Tarjeta débito,Sitio web,Desktop,Bogotá,5.0,5,No
TXN-0002964,2022-10-19,30932.0,DEPORTES,130118.0,Tarjeta crédito,App móvil,iOS,Bogotá,2.0,5,No
TXN-0006840,2022-11-26,37743.0,Deportes,143051.0,Tarjeta crédito,Sitio web,Android,Ibagué,4.0,5,No
TXN-0000116,2022-06-10,27327.0,Electrónica,825723.0,Tarjeta débito,App móvil,iOS,Cúcuta,3.0,5,No
TXN-0001403,2023-03-10,58825.0,Electrónica,948162.0,Tarjeta crédito,App móvil,Android,Bogotá,6.0,5,No
,2024-05-15,37926.0,Libros,54323.0,Tarjeta crédito,App móvil,Android,Cartagena,3.0,5,No
TXN-0002752,2024-03-11,33114.0,Electrónica,1087896.0,Tarjeta crédito,App móvil,iOS,Medellín,3.0,5,No
TXN-0004441,2022-08-07,17846.0,Tecnología,1082516.0,Tarjeta crédito,Sitio web,Android,Barranquilla,7.0,5,No
TXN-0007391,2024-03-21,36103.0,Moda,150732.0,PSE,App móvil,Desktop,Bucaramanga,1.0,5,No
TXN-0005124,2023-05-06,12795.0,Belleza,93605.0,PSE,Sitio web,Android,Medellín,5.0,5,No
TXN-0005254,2024-06-28,,Deportes,250563.0,Tarjeta crédito,App móvil,iOS,CARTAGENA,6.0,5,No
TXN-0005645,2022-02-27,39149.0,Deportes,184505.0,Tarjeta crédito,App móvil,iOS,Manizales,3.0,5,Sí
TXN-0003610,2024-03-07,10038.0,Electrónica,864223.0,Tarjeta crédito,App móvil,Android,Bogotá,7.0,5,No
TXN-0007776,2024-05-19,10512.0,ELECTRÓNICA,506289.0,PSE,App móvil,iOS,Manizales,7.0,5,No
TXN-0006828,2022-01-03,12805.0,Juguetes,86488.0,Tarjeta débito,App móvil,Android,Pereira,3.0,5,No
TXN-0004225,2022-07-24,49730.0,Electrónica,671059.0,Contraentrega,App móvil,Android,Cali,5.0,5,No
TXN-0001131,,11992.0,MODA,155845.0,Tarjeta débito,App móvil,Desktop,Medellín,5.0,5,No
,2022-01-07,37975.0,Moda,150080.0,Tarjeta débito,App móvil,iOS,Manizales,2.0,5,No
TXN-0006569,2024-06-06,45095.0,Juguetes,34478.0,Tarjeta crédito,App móvil,Android,Barranquilla,6.0,5,No
TXN-0001137,2023-06-02,22222.0,Belleza,77589.0,Contraentrega,Sitio web,Desktop,Medellín,3.0,5,No
TXN-0006043,2024-07-24,56912.0,Belleza,74800.0,Tarjeta crédito,App móvil,Android,Bogotá,7.0,5,No
TXN-0006005,2024-08-31,44390.0,MODA,127704.0,Contraentrega,App móvil,Android,Barranquilla,3.0,5,No
TXN-0000063,2024-12-08,53783.0,Electrónica,973209.0,Tarjeta crédito,App móvil,Android,Barranquilla,3.0,5,No
TXN-0002900,2024-12-11,26572.0,Tecnología,1250912.0,PSE,App móvil,iOS,Bogotá,9.0,3,No
TXN-0005035,2023-10-25,57017.0,Belleza,11529.0,Tarjeta crédito,App móvil,Android,Barranquilla,8.0,5,No
TXN-0006531,2023-02-28,48444.0,Deportes,127663.0,Tarjeta crédito,Sitio web,,Cali,5.0,5,No
TXN-0006354,,21878.0,Hogar,202887.0,Tarjeta débito,Sitio web,Android,PEREIRA,4.0,5,No
TXN-0007308,2024-02-19,54373.0,Belleza,74917.0,Billetera digital,App móvil,Desktop,Medellín,4.0,5,No
TXN-0007126,2022-03-16,53532.0,Deportes,105322.0,PSE,App móvil,Android,Bogotá,3.0,5,No
TXN-0007395,2023-12-16,18023.0,Mascotas,81358.0,Tarjeta crédito,Sitio web,Android,Pereira,4.0,5,Sí
TXN-0000457,2024-11-29,34430.0,Electrónica,700072.0,Tarjeta débito,Sitio web,Desktop,Manizales,4.0,5,No
